File name,Comment y/n,Date,Cage,Position,BatchNo,Day,EggNo,File,Uncertainty,Comment
NoComment_20230522_A2_CloseMaize_1_Day1_50Eggs,NoComment,20230522,A2,CloseMaize,1,Day1,53,tif,Count Difference,Three eggs forgotten
NoComment_20230522_A2_Maize_1_Day2_239Eggs,NoComment,20230522,A2,Maize,1,Day2,239,tif,,
NoComment_20230522_A2_Maize_4_Day1_315Eggs,NoComment,20230522,A2,Maize,4,Day1,319,tif,Count Difference,Four eggs forgotten
NoComment_20230522_A2_Maize_5_Day1_412Eggs,NoComment,20230522,A2,Maize,5,Day1,412,tif,,
NoComment_20230522_A2_Maize_6_Day2_165Eggs,NoComment,20230522,A2,Maize,6,Day2,166,tif,Count Difference,One egg forgotten
NoComment_20230522_A2_Maize_7_Day2_115Eggs,NoComment,20230522,A2,Maize,7,Day2,115,tif,Faint Particles,
NoComment_20230522_A2_Maize_8_Day3_37Eggs,NoComment,20230522,A2,Maize,8,Day3,37,tif,,
NoComment_20230522_A2_Maize_9_Day3_76Eggs,NoComment,20230522,A2,Maize,9,Day3,76,tif,,
NoComment_20230522_A2_Maize_2-3_Day1_133Eggs,NoComment,20230522,A2,Maize,2-3,Day1,133,tif,,
Comment_20230522_B1_Des_1_Day2_239Eggs,Comment,20230522,B1,Des,1,Day2,239,tif,,
NoComment_20230522_B1_Des_2_Day2_158Eggs,NoComment,20230522,B1,Des,2,Day2,158,tif,,
NoComment_20230522_B1_Des_3_Day2_233Eggs,NoComment,20230522,B1,Des,3,Day2,233,tif,,
NoComment_20230522_B1_Des_4_Day_154Eggs,NoComment,20230522,B1,Des,4,Day,154,tif,,
NoComment_20230522_B1_Des_5_Day_49Eggs,NoComment,20230522,B1,Des,5,Day,49,tif,Small Cluster,
Comment_20230522_B1_Des_6_Day3_185Eggs,Comment,20230522,B1,Des,6,Day3,185,tif,Small Cluster,
NoComment_20230522_B1_Des_7_Day3_33Eggs,NoComment,20230522,B1,Des,7,Day3,33,tif,,
NoComment_20230522_B1_Des_8_Day3_161Eggs,NoComment,20230522,B1,Des,8,Day3,161,tif,,
NoComment_20230522_B1_Des_9_Day3_279Eggs,NoComment,20230522,B1,Des,9,Day3,279,tif,,
Comment_20230522_B1_Maize_1_Day1_708Eggs,Comment,20230522,B1,Maize,1,Day1,708,tif,,
NoComment_20230522_B1_Maize_2_Day2_28Eggs,NoComment,20230522,B1,Maize,2,Day2,28,tif,,
NoComment_20230522_B1_Maize_3_Day2_170Eggs,NoComment,20230522,B1,Maize,3,Day2,170,tif,,
NoComment_20230522_B1_Maize_4_Day3_28Eggs,NoComment,20230522,B1,Maize,4,Day3,28,tif,,
Comment_20230522_B1_Maize_5_Day3_271Eggs,Comment,20230522,B1,Maize,5,Day3,271,tif,Small Cluster,
NoComment_20230522_B1_Maize_6_Day3_131Eggs,NoComment,20230522,B1,Maize,6,Day3,131,tif,,
NoComment_20230522_B2_Des_1_Day1_253Eggs,NoComment,20230522,B2,Des,1,Day1,253,tif,,
Comment_20230522_B2_Maize_1_Day1_131Eggs,Comment,20230522,B2,Maize,1,Day1,131,tif,Big Cluster,
Comment_20230522_B2_Maize_2_Day1_136Eggs,Comment,20230522,B2,Maize,2,Day1,136,tif,Eggs Dried,
Comment_20230522_C1_Left_1_537Eggs,Comment,20230522,C1,Left,1,,537,tif,Big Cluster,
NoComment_20230522_C1_Left_2_131Eggs,NoComment,20230522,C1,Left,2,,131,tif,,
Comment_20230522_C1_NoDecision_1_Day1_33Eggs,Comment,20230522,C1,NoDecision,1,Day1,33,tif,Faint Particles,
Comment_20230522_C1_Right_1_Day3_217Eggs,Comment,20230522,C1,Right,1,Day3,217,tif,Cluster,
Comment_20230522_C1_Right_2_Day3_167Eggs,Comment,20230522,C1,Right,2,Day3,167,tif,Cluster,
Comment_20230522_C1_Right_3_Day3_377Eggs,Comment,20230522,C1,Right,3,Day3,377,jpg,Big Cluster,
Comment_20230522_C1_Right_4_Day3_179Eggs,Comment,20230522,C1,Right,4,Day3,179,jpg,Small Cluster,
Comment_20230522_C1_Right_5_Day3_192Eggs,Comment,20230522,C1,Right,5,Day3,192,jpg,Small Cluster,
Comment_20230522_C2_Left_1_310Eggs,Comment,20230522,C2,Left,1,,310,jpg,Small Cluster,
Comment_20230522_C2_Left_2_461Eggs,Comment,20230522,C2,Left,2,,461,jpg,Big Layer,
Comment_20230522_C2_Left_3_497Eggs,Comment,20230522,C2,Left,3,,497,jpg,Big Layer,
NoComment_20230522_C2_Right_1_173Eggs,NoComment,20230522,C2,Right,1,,173,tif,,
NoComment_20230522_C2_Right_2_Day1_14Eggs,NoComment,20230522,C2,Right,2,Day1,14,tif,,
NoComment_20230522_C2_Right_3_Day1_11Eggs,NoComment,20230522,C2,Right,3,Day1,11,tif,,
NoComment_20230522_C2_Right_4_Day2_178Eggs,NoComment,20230522,C2,Right,4,Day2,178,tif,,
NoComment_20230522_C2_Right_5_Day2_46Eggs,NoComment,20230522,C2,Right,5,Day2,46,tif,,
NoComment_20230522_C2_Right_6_Day2_33Eggs,NoComment,20230522,C2,Right,6,Day2,33,tif,,
NoComment_20230522_C2_Right_7_Day2_25Eggs,NoComment,20230522,C2,Right,7,Day2,25,tif,,
NoComment_20230522_C2_Right_8_Day2_10Eggs,NoComment,20230522,C2,Right,8,Day2,10,tif,,
Comment_20230522_C2_Right_9_489Eggs,Comment,20230522,C2,Right,9,,489,jpg,Big Layer,
NoComment_20230522_C2_Right_10_Day1_11Eggs,NoComment,20230522,C2,Right,10,Day1,11,tif,,
NoComment_20230522_D1_CloseDes_1_Day1_148Eggs,NoComment,20230522,D1,CloseDes,1,Day1,148,jpg,,
Comment_20230522_D1_CloseMaize_1_139Eggs,Comment,20230522,D1,CloseMaize,1,,139,tif,Eggs Dried,
NoComment_20230522_D1_Des_1_Day2_18Eggs,NoComment,20230522,D1,Des,1,Day2,18,tif,,
NoComment_20230522_D1_Des_2_Day2_79Eggs,NoComment,20230522,D1,Des,2,Day2,79,tif,,
NoComment_20230522_D1_Des_3_Day2_393Eggs,NoComment,20230522,D1,Des,3,Day2,393,tif,,
Comment_20230522_D1_Maize_1_745Eggs,Comment,20230522,D1,Maize,1,,745,jpg,Big Layer,
NoComment_20230522_D1_Maize_2_Day2_177Eggs,NoComment,20230522,D1,Maize,2,Day2,177,tif,,
NoComment_20230522_D1_NoDecision_1_277Eggs,NoComment,20230522,D1,NoDecision,1,,277,tif,,
Comment_20230522_E2_Des_1_Day1_391Eggs,Comment,20230522,E2,Des,1,Day1,393,tif,Count Difference,Two eggs forgotten
NoComment_20230522_E2_Des_2_Day2_156Eggs,NoComment,20230522,E2,Des,2,Day2,156,tif,,
NoComment_20230522_E2_Des_3_Day3_183Eggs,NoComment,20230522,E2,Des,3,Day3,183,tif,,
NoComment_20230522_E2_Maize_1_Day1_17Eggs,NoComment,20230522,E2,Maize,1,Day1,17,tif,,
NoComment_20230522_E2_Maize_2_Day1_115Eggs,NoComment,20230522,E2,Maize,2,Day1,115,tif,,
Comment_20230522_E2_Maize_3_Day1_74Eggs,Comment,20230522,E2,Maize,3,Day1,74,tif,Eggs Dried,
NoComment_20230522_E2_Maize_4_Day2_108Eggs,NoComment,20230522,E2,Maize,4,Day2,108,tif,,
NoComment_20230522_E2_Maize_5_Day3_74Eggs,NoComment,20230522,E2,Maize,5,Day3,74,tif,,
NoComment_20230522_E2_Maize_6_Day3_167Eggs,NoComment,20230522,E2,Maize,6,Day3,167,tif,,
NoComment_20230522_F1_CloseLeft_1_Day3_59Eggs,NoComment,20230522,F1,CloseLeft,1,Day3,59,tif,,
NoComment_20230522_F1_Left_1_Day1_83Eggs,NoComment,20230522,F1,Left,1,Day1,83,tif,,
NoComment_20230522_F1_Left_2_Day3_254Eggs,NoComment,20230522,F1,Left,2,Day3,254,tif,,
Comment_20230522_F1_Left_3_Day3_293Eggs,Comment,20230522,F1,Left,3,Day3,291,tif,Count Difference,Two non-target particles counted
NoComment_20230522_F1_NoDecision_1_Day3_355Eggs,NoComment,20230522,F1,NoDecision,1,Day3,355,tif,,
NoComment_20230522_F1_NoDecision_2_Day3_223Eggs,NoComment,20230522,F1,NoDecision,2,Day3,223,tif,,
Comment_20230522_F1_Right_1_Day1_476Eggs,Comment,20230522,F1,Right,1,Day1,476,tif,Big Cluster,
NoComment_20230522_F1_Right_2_Day2_141Eggs,NoComment,20230522,F1,Right,2,Day2,141,tif,,
NoComment_20230522_F1_Right_3_Day3_198Eggs,NoComment,20230522,F1,Right,3,Day3,198,tif,,
NoComment_20230522_F1_Right_4_Day3_21Eggs,NoComment,20230522,F1,Right,4,Day3,21,tif,,
NoComment_20230522_F2_Left_1_D2_215Eggs,NoComment,20230522,F2,Left,1,D2,215,tif,,
NoComment_20230522_F2_Left_2_Day2_252Eggs,NoComment,20230522,F2,Left,2,Day2,252,tif,,
NoComment_20230522_F2_Left_3_Day2_81Eggs,NoComment,20230522,F2,Left,3,Day2,81,tif,,
NoComment_20230522_F2_Left_4_Day2_182Eggs,NoComment,20230522,F2,Left,4,Day2,182,tif,,
NoComment_20230522_F2_Left_5_Day2_50Eggs,NoComment,20230522,F2,Left,5,Day2,50,tif,,
NoComment_20230522_F2_Left_8_Day3_187Eggs,NoComment,20230522,F2,Left,8,Day3,187,tif,,
NoComment_20230522_F2_Left_9_Day3_55Eggs,NoComment,20230522,F2,Left,9,Day3,55,jpg,Faint Cluster,
NoComment_20230522_F2_Left_10_Day3_114Eggs,NoComment,20230522,F2,Left,10,Day3,114,tif,,
Comment_20230522_F2_Left_11_Day3_83Eggs,Comment,20230522,F2,Left,11,Day3,83,tif,Small Cluster,
NoComment_20230522_F2_Left_12_Day3_111Eggs,NoComment,20230522,F2,Left,12,Day3,111,tif,,
NoComment_20230522_F2_Left_13_Day3_22Eggs,NoComment,20230522,F2,Left,13,Day3,22,tif,,
Comment_20230522_F2_Left_6-7_Day3_212Eggs,Comment,20230522,F2,Left,6-7,Day3,212,tif,Faint Particles,
NoComment_20230522_F2_Right_1_Day2_251Eggs,NoComment,20230522,F2,Right,1,Day2,251,tif,,
NoComment_20230522_F2_Right_2_Day2_10Eggs,NoComment,20230522,F2,Right,2,Day2,10,tif,,
NoComment_20230522_F2_Right_3_Day3_69Eggs,NoComment,20230522,F2,Right,3,Day3,69,tif,,
NoComment_20230522_F2_Right_4_Day3_156Eggs,NoComment,20230522,F2,Right,4,Day3,156,tif,,
NoComment_20230522_F2_Right_5_Day3_76Eggs,NoComment,20230522,F2,Right,5,Day3,76,tif,Faint Cluster,
Comment_20230522_F3_Left_1_Day2_11Eggs,Comment,20230522,F3,Left,1,Day2,11,tif,Faint Particles,
NoComment_20230522_F3_Left_2_Day2_100Eggs,NoComment,20230522,F3,Left,2,Day2,100,tif,,
NoComment_20230522_F3_Left_3_Day2_187Eggs,NoComment,20230522,F3,Left,3,Day2,187,tif,,
NoComment_20230522_F3_Left_4_Day2_146Eggs,NoComment,20230522,F3,Left,4,Day2,146,tif,,
Comment_20230522_F3_Left_5_Day2_71Eggs,Comment,20230522,F3,Left,5,Day2,71,tif,Faint Cluster,
NoComment_20230522_F3_Left_6_Day3_211Eggs,NoComment,20230522,F3,Left,6,Day3,211,tif,,
NoComment_20230522_F3_Right_1_Day2_208Eggs,NoComment,20230522,F3,Right,1,Day2,208,tif,,
Comment_20230522_F3_Right_2_Day3_191Eggs,Comment,20230522,F3,Right,2,Day3,193,tif,Count Difference,Two eggs forgotten
NoComment_20230522_F3_Right_3_Day3_124Eggs,NoComment,20230522,F3,Right,3,Day3,124,tif,,
NoComment_20230522_F3_Right_4_Day3_188Eggs,NoComment,20230522,F3,Right,4,Day3,188,tif,,
NoComment_20230522_G1_CloseMaize_1_201Eggs,NoComment,20230522,G1,CloseMaize,1,,201,tif,,
NoComment_20230522_G1_CloseMaize_2_388Eggs,NoComment,20230522,G1,CloseMaize,2,,388,tif,,
NoComment_20230522_G1_CloseMaize_3_431Eggs,NoComment,20230522,G1,CloseMaize,3,,431,tif,,
Comment_20230522_G1_Des_1_122Eggs,Comment,20230522,G1,Des,1,,122,tif,Small Cluster,
Comment_20230522_G1_Maize_1_453Eggs,Comment,20230522,G1,Maize,1,,453,jpg,Big Layer,
Comment_20230522_G1_Maize_2_337Eggs,Comment,20230522,G1,Maize,2,,337,jpg,Small Layer,
Comment_20230522_G1_Maize_3_560Eggs,Comment,20230522,G1,Maize,3,,560,jpg,Big Layer,
NoComment_20230522_G2_CloseMaize_1_Day3_261Eggs,NoComment,20230522,G2,CloseMaize,1,Day3,263,tif,Count Difference,Two eggs forgotten
NoComment_20230522_G2_Des_1_140Eggs,NoComment,20230522,G2,Des,1,,140,tif,,
Comment_20230522_G2_Maize_1_538Eggs,Comment,20230522,G2,Maize,1,,538,tif,Big Cluster,
Comment_20230522_G3_Des_1_215Eggs,Comment,20230522,G3,Des,1,,215,jpg,Big Layer,Big uncertainty
Comment_20230522_G3_Maize_1_513Eggs,Comment,20230522,G3,Maize,1,,513,tif,Small Cluster,
Comment_20230522_G3_Maize_2_558Eggs,Comment,20230522,G3,Maize,2,,558,jpg,Big Layer,Big uncertainty
Comment_20230522_G3_Maize_3_599Eggs,Comment,20230522,G3,Maize,3,,599,tif,Big Layer,
Comment_20230522_H1_Maize_1_Day3_57Eggs,Comment,20230522,H1,Maize,1,Day3,57,tif,Faint Particles,
Comment_20230522_H2_CloseDes_1_448Eggs,Comment,20230522,H2,CloseDes,1,,448,tif,Particles Interfering,
NoComment_20230522_H2_CloseMaize_1_Day2_427Eggs,NoComment,20230522,H2,CloseMaize,1,Day2,427,tif,,
Comment_20230522_H2_Des_1_514Eggs,Comment,20230522,H2,Des,1,,514,tif,Big Layer,
Comment_20230522_H2_Maize_1_618Eggs,Comment,20230522,H2,Maize,1,,618,tif,Small Layer,Concerns 7 eggs
NoComment_20230522_H2_NoDecision_1_294Eggs,NoComment,20230522,H2,NoDecision,1,,294,tif,,
NoComment_20230522_J1_Des_1_Day3_82Eggs,NoComment,20230522,J1,Des,1,Day3,82,tif,,
Comment_20230522_J1_Maize_3_Day1_359Eggs,Comment,20230522,J1,Maize,3,Day1,359,tif,Small Layer,
NoComment_20230522_J1_Maize_4_Day3_110Eggs,NoComment,20230522,J1,Maize,4,Day3,110,tif,,
Comment_20230522_J1_Maize_5_Day3_70Eggs,Comment,20230522,J1,Maize,5,Day3,70,tif,Faint Cluster,
NoComment_20230522_J1_Maize_6_Day3_255Eggs,NoComment,20230522,J1,Maize,6,Day3,255,tif,,
NoComment_20230522_J1_Maize_1-2_Day1_561Eggs,NoComment,20230522,J1,Maize,1-2,Day1,561,tif,,
NoComment_20230522_J1_NoDecision_Day3_518Eggs,NoComment,20230522,J1,NoDecision,,Day3,518,tif,Faint Cluster,
Comment_20230522_J3_CloseDes_1_112Eggs,Comment,20230522,J3,CloseDes,1,,113,tif,Count Difference,One Egg forgotten
Comment_20230522_J3_Maize_1_Day3_507Eggs,Comment,20230522,J3,Maize,1,Day3,507,tif,Big Layer,
Comment_20230522_J3_Maize_2_182Eggs,Comment,20230522,J3,Maize,2,,182,tif,Small Layer,
Comment_20230522_J3_Maize_3_544Eggs,Comment,20230522,J3,Maize,3,,544,tif,Small Layer,
NoComment_20230522_J3_NoDecision_1_590Eggs,NoComment,20230522,J3,NoDecision,1,,590,tif,,
Comment_20230522_K1_Des_1_203Eggs,Comment,20230522,K1,Des,1,,203,tif,Small Cluster,
NoComment_20230522_K1_Des_2_28Eggs,NoComment,20230522,K1,Des,2,,28,tif,,
NoComment_20230522_K1_Des_3_68Eggs,NoComment,20230522,K1,Des,3,,68,tif,,
NoComment_20230522_K1_Des_4_58Eggs,NoComment,20230522,K1,Des,4,,58,tif,,
NoComment_20230522_K1_Des_5_25Eggs,NoComment,20230522,K1,Des,5,,25,tif,,
NoComment_20230522_K1_Des_6_Day3_82Eggs,NoComment,20230522,K1,Des,6,Day3,82,tif,,
NoComment_20230522_K1_Des_7_Day3_45Eggs,NoComment,20230522,K1,Des,7,Day3,45,tif,,
NoComment_20230522_K1_Des_8_Day3_13Eggs,NoComment,20230522,K1,Des,8,Day3,13,tif,,
NoComment_20230522_K1_Des_9_Day3_117Eggs,NoComment,20230522,K1,Des,9,Day3,117,tif,,
NoComment_20230522_K1_Des_10_Day3_72Eggs,NoComment,20230522,K1,Des,10,Day3,72,tif,,
NoComment_20230522_K1_Maize_1_Day2_39Eggs,NoComment,20230522,K1,Maize,1,Day2,39,tif,,
NoComment_20230522_K1_Maize_2_Day2_145Eggs,NoComment,20230522,K1,Maize,2,Day2,145,tif,,
NoComment_20230522_K1_Maize_3_Day2_280Eggs,NoComment,20230522,K1,Maize,3,Day2,281,tif,Count Difference,One egg forgotten
NoComment_20230522_K1_Maize_4_Day2_28Eggs,NoComment,20230522,K1,Maize,4,Day2,28,tif,,
Comment_20230522_K1_Maize_5_Day2_52Eggs,Comment,20230522,K1,Maize,5,Day2,52,tif,Small Layer,
NoComment_20230522_K1_Maize_6_Day2_43Eggs,NoComment,20230522,K1,Maize,6,Day2,43,tif,,
NoComment_20230522_K1_Maize_7_Day2_75Eggs,NoComment,20230522,K1,Maize,7,Day2,75,tif,,
NoComment_20230522_K1_Maize_8_Day2_231Eggs,NoComment,20230522,K1,Maize,8,Day2,231,tif,Faint Cluster,
NoComment_20230522_K1_Maize_9_Day3_159Eggs,NoComment,20230522,K1,Maize,9,Day3,159,tif,,
NoComment_20230522_K1_Maize_10_Day3_131Eggs,NoComment,20230522,K1,Maize,10,Day3,131,tif,,
NoComment_20230522_K1_NoDecision_1_165Eggs,NoComment,20230522,K1,NoDecision,1,,165,tif,,
NoComment_20230522_K1_NoDecision_2_21Eggs,NoComment,20230522,K1,NoDecision,2,,21,tif,,
NoComment_20230522_K2_CloseMaize_Day1_342Eggs,NoComment,20230522,K2,CloseMaize,,Day1,342,tif,Faint Cluster,
NoComment_20230522_K2_Des_1_Day3_71Eggs,NoComment,20230522,K2,Des,1,Day3,71,tif,,
Comment_20230522_K2_Des_2_Day3_16Eggs,Comment,20230522,K2,Des,2,Day3,16,tif,Faint Cluster,
Comment_20230522_K2_Maize_1_Day1_70Eggs,Comment,20230522,K2,Maize,1,Day1,70,tif,Faint Cluster,
NoComment_20230522_K2_Maize_2_Day2_78Eggs,NoComment,20230522,K2,Maize,2,Day2,78,tif,,
Comment_20230522_K2_Maize_3_Day2_198Eggs,Comment,20230522,K2,Maize,3,Day2,198,tif,Faint Cluster,
Comment_20230522_K2_Maize_4_Day3_74Eggs,Comment,20230522,K2,Maize,4,Day3,74,tif,Faint Particles,Artefacts from the camera
NoComment_20230522_K2_Maize_5_Day3_121Eggs,NoComment,20230522,K2,Maize,5,Day3,121,tif,,
NoComment_20230522_K2_Maize_6_Day3_58Eggs,NoComment,20230522,K2,Maize,6,Day3,58,tif,,
NoComment_20230522_K2_NoDecision_Day1_523Eggs,NoComment,20230522,K2,NoDecision,,Day1,523,tif,,
Comment_20230522_K3_Des_1_Day2_104Eggs,Comment,20230522,K3,Des,1,Day2,104,tif,Faint Particles,Image is blurry
Comment_20230522_K3_Des_2_Day2_51Eggs,Comment,20230522,K3,Des,2,Day2,52,tif,Eggs Dried,One Egg forgotten
Comment_20230522_K3_Des_3_Day2_116Eggs,Comment,20230522,K3,Des,3,Day2,116,tif,Small Cluster,
NoComment_20230526_A1_Left_1_129Eggs,NoComment,20230526,A1,Left,1,,129,jpg,,
NoComment_20230526_A1_Left_2_19Eggs,NoComment,20230526,A1,Left,2,,19,jpg,,
NoComment_20230526_A1_Left_3_69Eggs,NoComment,20230526,A1,Left,3,,69,jpg,,
NoComment_20230526_A1_Left_4_90Eggs,NoComment,20230526,A1,Left,4,,90,jpg,,
NoComment_20230526_A1_Left_5_16Eggs,NoComment,20230526,A1,Left,5,,16,jpg,,
NoComment_20230526_A1_Right_1_149Eggs,NoComment,20230526,A1,Right,1,,149,jpg,,
NoComment_20230526_A1_Right_2_52Eggs,NoComment,20230526,A1,Right,2,,52,jpg,,
Comment_20230526_A2_Close_Left_26Eggs,Comment,20230526,A2,CloseLeft,,,26,jpg,Particles Interfering,
NoComment_20230526_A2_CloseRight_18Eggs,NoComment,20230526,A2,CloseRight,,,18,tif,,
NoComment_20230526_A2_Left_316Eggs,NoComment,20230526,A2,Left,,,316,tif,,
Comment_20230526_A2_Right_101Eggs,Comment,20230526,A2,Right,,,101,jpg,Faint Particles,
Comment_20230526_B1_Maize_1_129Eggs,Comment,20230526,B1,Maize,1,,129,jpg,Eggs Dried,
NoComment_20230526_B1_Maize_2_23Eggs,NoComment,20230526,B1,Maize,2,,23,tif,,
NoComment_20230526_B1_Maize_3_64Eggs,NoComment,20230526,B1,Maize,3,,64,tif,,
NoComment_20230526_B2_CloseDes_1_60Eggs,NoComment,20230526,B2,CloseDes,1,,60,jpg,,
NoComment_20230526_B2_CloseDes_2_11Eggs,NoComment,20230526,B2,CloseDes,2,,11,jpg,,
NoComment_20230526_B2_CloseDes_3_114Eggs,NoComment,20230526,B2,CloseDes,3,,114,jpg,,
NoComment_20230526_B2_CloseDes_4_13Eggs,NoComment,20230526,B2,CloseDes,4,,13,tif,,
Comment_20230526_B2_CloseDes_5_21Eggs,Comment,20230526,B2,CloseDes,5,,21,tif,Faint Particles,
NoComment_20230526_B2_CloseDes_6_70Eggs,NoComment,20230526,B2,CloseDes,6,,70,tif,,
NoComment_20230526_D1_Maize_1_92Eggs,NoComment,20230526,D1,Maize,1,,92,tif,,
Comment_20230526_D1_NoDecision_1-2_74Eggs,Comment,20230526,D1,NoDecision,1-2,,74,tif,Particles Interfering,
NoComment_20230526_D2_CloseDes_272Eggs,NoComment,20230526,D2,CloseDes,,,270,tif,Count Difference,Two non-target particle counted
NoComment_20230526_D2_Des_1_76Eggs,NoComment,20230526,D2,Des,1,,76,tif,,
Comment_20230526_D2_Des_2_174Eggs,Comment,20230526,D2,Des,2,,174,tif,Big Layer,
NoComment_20230526_D2_Maize_1_223Eggs,NoComment,20230526,D2,Maize,1,,223,tif,,
NoComment_20230526_D2_NoDecision_388Eggs,NoComment,20230526,D2,NoDecision,,,386,tif,Count Difference,Two non-target particle counted
NoComment_20230526_E1_CloseMaize_207Eggs,NoComment,20230526,E1,CloseMaize,,,207,tif,,
NoComment_20230526_E1_Maize_1_370Eggs,NoComment,20230526,E1,Maize,1,,370,tif,,
NoComment_20230526_E1_Maize_2_41Eggs,NoComment,20230526,E1,Maize,2,,41,tif,,
NoComment_20230526_E1_Maize_3_40Eggs,NoComment,20230526,E1,Maize,3,,40,tif,,
NoComment_20230526_E1_Maize_4_72Eggs,NoComment,20230526,E1,Maize,4,,72,tif,,
NoComment_20230526_E1_NoDecision_189Eggs,NoComment,20230526,E1,NoDecision,,,189,tif,,
NoComment_20230526_E2_Maize_1_285Eggs,NoComment,20230526,E2,Maize,1,,285,tif,,
NoComment_20230526_E2_Maize_2_171Eggs,NoComment,20230526,E2,Maize,2,,171,tif,,
NoComment_20230526_E2_Maize_3_64Eggs,NoComment,20230526,E2,Maize,3,,64,tif,,
NoComment_20230526_E2_Maize_4_81Eggs,NoComment,20230526,E2,Maize,4,,81,tif,,
NoComment_20230526_F2_Maize_1_16Eggs,NoComment,20230526,F2,Maize,1,,16,tif,,
NoComment_20230526_F2_NoDecision_143Eggs,NoComment,20230526,F2,NoDecision,,,143,tif,,
Comment_20230526_F3_Maize_1_252Eggs,Comment,20230526,F3,Maize,1,,252,tif,Larvae Hatched,
NoComment_20230526_F3_Maize_2_146Eggs,NoComment,20230526,F3,Maize,2,,146,tif,,
NoComment_20230526_F3_Maize_3_58Eggs,NoComment,20230526,F3,Maize,3,,58,tif,,
NoComment_20230526_F3_Maize_4_66Eggs,NoComment,20230526,F3,Maize,4,,66,tif,,
NoComment_20230526_G1_Maize_1_109Eggs,NoComment,20230526,G1,Maize,1,,109,tif,,
NoComment_20230526_G1_NoDecision_216Eggs,NoComment,20230526,G1,NoDecision,,,217,tif,Count Difference,One egg forgotten
NoComment_20230526_G2_CloseDes_140Eggs,NoComment,20230526,G2,CloseDes,,,140,tif,,
Comment_20230526_G3_CloseDes_1_468Eggs,Comment,20230526,G3,CloseDes,1,,467,tif,Count Difference,One non-target particle counted
Comment_20230526_G3_CloseDes_2_229Eggs,Comment,20230526,G3,CloseDes,2,,229,tif,Larvae Hatched,
Comment_20230526_G3_CloseDes_3_179Eggs,Comment,20230526,G3,CloseDes,3,,179,tif,Larvae Hatched,
Comment_20230526_G3_Des_1_606Eggs,Comment,20230526,G3,Des,1,,606,tif,Big Cluster,
